"Story","Title","Result","Date","Stability","Duration (s)"
"Policy Activities","Enter Invalid Policy Name in Search Box","PENDING","2022-12-16T10:21:10.6101678+05:30[Asia/Calcutta]","0.0","0.01"
"Policy Activities","View Policy","PENDING","2022-12-16T10:21:10.624395+05:30[Asia/Calcutta]","0.0","0.01"
"Reimbursement","Reimbursement Add new request function","PENDING","2022-12-16T10:21:10.6430594+05:30[Asia/Calcutta]","0.0","0.01"
"Reimbursement","Reimbursement main page validations","PENDING","2022-12-16T10:21:10.6620092+05:30[Asia/Calcutta]","0.0","0.02"
"Reimbursement","Verify if search box is working","PENDING","2022-12-16T10:21:10.6829533+05:30[Asia/Calcutta]","0.0","0.02"
"Reimbursement","Verify if search box is working for no records found","PENDING","2022-12-16T10:21:10.7073581+05:30[Asia/Calcutta]","0.0","0.01"
"Reimbursement","Verify we are able to check if warning pop up is visible","PENDING","2022-12-16T10:21:10.7224087+05:30[Asia/Calcutta]","0.0","0.01"
"Reimbursement","Verify warning for more than one reimbursement in a month","PENDING","2022-12-16T10:21:10.7432469+05:30[Asia/Calcutta]","0.0","0.01"
"Reimbursement","Verify total amount is correct","PENDING","2022-12-16T10:21:10.7562083+05:30[Asia/Calcutta]","0.0","0.01"
"Reimbursement","Validation Pdf export","PENDING","2022-12-16T10:21:10.7682187+05:30[Asia/Calcutta]","0.0","0.01"
"Reimbursement","Validate if are able to navigate back to reimbursement main page","PENDING","2022-12-16T10:21:10.7906387+05:30[Asia/Calcutta]","0.0","0.01"
"Reimbursement","Validation for action button visibility","PENDING","2022-12-16T10:21:10.8085924+05:30[Asia/Calcutta]","0.0","0.01"
"Reimbursement","Validation for cancel button functionality","PENDING","2022-12-16T10:21:10.819563+05:30[Asia/Calcutta]","0.0","0.01"
"Reimbursement","Reimbursement Add new request function save draft functionality","PENDING","2022-12-16T10:21:10.8325279+05:30[Asia/Calcutta]","0.0","0.03"
"Reimbursement","Verify if Copy functionality is working properly","PENDING","2022-12-16T10:21:10.8654815+05:30[Asia/Calcutta]","0.0","0.01"
"Reimbursement","Verify wrong extension warning pop up is visible","PENDING","2022-12-16T10:21:10.8794045+05:30[Asia/Calcutta]","0.0","0.01"
"Perform actions on TimeSheet of MIS website","Verify total tabs and active tab","PENDING","2022-12-16T10:21:10.9153082+05:30[Asia/Calcutta]","0.0","0.01"
"Perform actions on TimeSheet of MIS website","Search a text using search box","PENDING","2022-12-16T10:21:10.9262939+05:30[Asia/Calcutta]","0.0","0.04"
"Perform actions on TimeSheet of MIS website","Verify Save button is present and working","PENDING","2022-12-16T10:21:10.9682041+05:30[Asia/Calcutta]","0.0","0.01"
"Perform actions on TimeSheet of MIS website","Open previous and next week timesheet","PENDING","2022-12-16T10:21:11.010631+05:30[Asia/Calcutta]","0.0","0.01"
"Perform actions on TimeSheet of MIS website","Copy timesheet from a week","PENDING","2022-12-16T10:21:11.0255902+05:30[Asia/Calcutta]","0.0","0.02"
"Perform actions on TimeSheet of MIS website","Add a duplicate task template","PENDING","2022-12-16T10:21:11.1818707+05:30[Asia/Calcutta]","0.0","0.02"
"Perform actions on TimeSheet of MIS website","Edit an existing task template","PENDING","2022-12-16T10:21:11.2051896+05:30[Asia/Calcutta]","0.0","0.14"
"Perform actions on TimeSheet of MIS website","Verify rejecting a delete action for a task template","PENDING","2022-12-16T10:21:11.3473908+05:30[Asia/Calcutta]","0.0","0.02"
"Perform actions on TimeSheet of MIS website","Verify the table heads and table data","ERROR","2022-12-22T10:25:05.9669455+05:30[Asia/Calcutta]","0.0","30.64"
"Perform actions on TimeSheet of MIS website","Verify timesheet status","SUCCESS","2022-12-22T10:31:42.1630146+05:30[Asia/Calcutta]","0.0","28.89"
"Perform actions on TimeSheet of MIS website","Add an invalid task template","SUCCESS","2022-12-22T16:59:17.4450885+05:30[Asia/Calcutta]","0.0","281.77"
"Perform actions on TimeSheet of MIS website","Delete and Add a valid task template","SUCCESS","2022-12-22T17:04:54.6609018+05:30[Asia/Calcutta]","0.0","57.28"
"MIS Leave Management > View Request Status","Navigate to Leave Management > View Request Status tab > Change Request","PENDING","2022-12-16T10:21:11.3683361+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Verify Date Range field is present for Change Request","PENDING","2022-12-16T10:21:11.3803034+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Enter Invalid Date Range for Change Request","PENDING","2022-12-16T10:21:11.3987918+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Enter Valid Date Range for Change Request","PENDING","2022-12-16T10:21:11.4147509+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Click on Export Options Option for Change Request","PENDING","2022-12-16T10:21:11.4307075+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Click on Print Option for Change Request","PENDING","2022-12-16T10:21:11.4436721+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Click on Copy Option for Change Request","PENDING","2022-12-16T10:21:11.4606263+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Click on Excel Option for Change Request","PENDING","2022-12-16T10:21:11.4775819+05:30[Asia/Calcutta]","0.0","0.02"
"MIS Leave Management > View Request Status","Verify PDF option for Change Request","PENDING","2022-12-16T10:21:11.5057534+05:30[Asia/Calcutta]","0.0","0.02"
"MIS Leave Management > View Request Status","Navigate to Leave Management > View Request Status tab > Comp Off","PENDING","2022-12-16T10:21:11.5286925+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Verify Date Range field is present for Comp Off Tab","PENDING","2022-12-16T10:21:11.5426551+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Enter Invalid Date Range for Comp Off Tab","PENDING","2022-12-16T10:21:11.5557274+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Enter Valid Date Range for Comp Off Tab","PENDING","2022-12-16T10:21:11.5725752+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Click on Export Options Option for Comp Off Tab","PENDING","2022-12-16T10:21:11.5895309+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Click on Print Option for Comp Off Tab","PENDING","2022-12-16T10:21:11.6034926+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Click on Copy Option for Comp Off Tab","PENDING","2022-12-16T10:21:11.6194493+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Click on Excel Option for Comp Off Tab","PENDING","2022-12-16T10:21:11.6384005+05:30[Asia/Calcutta]","0.0","0.02"
"MIS Leave Management > View Request Status","Verify PDF option for Comp Off Tab","PENDING","2022-12-16T10:21:11.6643319+05:30[Asia/Calcutta]","0.0","0.02"
"MIS Leave Management > View Request Status","Enter Comp Off Period Name in Search Box for Comp Off Tab","PENDING","2022-12-16T10:21:11.6822825+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Sort columns for Comp Off Tab","PENDING","2022-12-16T10:21:11.6992418+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Expand Details of Comp Off","PENDING","2022-12-16T10:21:11.7131991+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Navigate to Leave Management > View Request Status tab > Leave Tab","PENDING","2022-12-16T10:21:11.7291863+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Verify Date Range field is present for Leave Tab","PENDING","2022-12-16T10:21:11.7391303+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Enter Invalid Date Range for Leave Tab","PENDING","2022-12-16T10:21:11.7502056+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Enter Valid Date Range for Leave Tab","PENDING","2022-12-16T10:21:11.7640639+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Verify Export Options for Leave Tab","PENDING","2022-12-16T10:21:11.7780267+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Click on Print Option for Leave Tab","PENDING","2022-12-16T10:21:11.7912366+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Click on Excel Option for Leave Tab","PENDING","2022-12-16T10:21:11.8071925+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Click on Copy Option for Leave Tab","PENDING","2022-12-16T10:21:11.8201572+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Verify PDF option for Leave Tab","PENDING","2022-12-16T10:21:11.8341195+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Verify Number of Entries displayed for Leave Tab","PENDING","2022-12-16T10:21:11.8500796+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Enter Leave Period Name in Search Box for Leave Tab","PENDING","2022-12-16T10:21:11.8670338+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Sort columns for Leave Tab","PENDING","2022-12-16T10:21:11.8780045+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Page Next for Leave Tab","PENDING","2022-12-16T10:21:11.8908105+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Page Previous for Leave Tab","PENDING","2022-12-16T10:21:11.9067732+05:30[Asia/Calcutta]","0.0","0.02"
"MIS Leave Management > View Request Status","Cancel Leave for Leave Tab","PENDING","2022-12-16T10:21:11.9307068+05:30[Asia/Calcutta]","0.0","0.02"
"MIS Leave Management > View Request Status","Navigate to Leave Management > View Request Status tab > Out Duty/Tour","PENDING","2022-12-16T10:21:11.9586327+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Verify Date Range field is present for Out Duty/Tour","PENDING","2022-12-16T10:21:11.9676094+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Enter Invalid Date Range for Out Duty/Tour","PENDING","2022-12-16T10:21:11.9795767+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Enter Valid Date Range for Out Duty/Tour","PENDING","2022-12-16T10:21:11.9976207+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Click on Export Options Option for Out Duty/Tour","PENDING","2022-12-16T10:21:12.0125029+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Click on Print Option for Out Duty/Tour","PENDING","2022-12-16T10:21:12.026452+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Click on Copy Option for Out Duty/Tour","PENDING","2022-12-16T10:21:12.0444062+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Click on Excel Option for Out Duty/Tour","PENDING","2022-12-16T10:21:12.0613588+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Verify PDF option for Out Duty/Tour","PENDING","2022-12-16T10:21:12.0753209+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Sort columns for Out Duty/Tour","PENDING","2022-12-16T10:21:12.0912802+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Enter Out Duty/Tour Period in Search Box for Out Duty/Tour","PENDING","2022-12-16T10:21:12.1032467+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Verify Data is present for Out Duty/Tour","PENDING","2022-12-16T10:21:12.1152154+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Click on View button for Out Duty/Tour","PENDING","2022-12-16T10:21:12.1271846+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Verify Date in View Window for Out Duty/Tour","PENDING","2022-12-16T10:21:12.1401499+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Search in View Window for Out Duty/Tour","PENDING","2022-12-16T10:21:12.1551078+05:30[Asia/Calcutta]","0.0","0.02"
"MIS Leave Management > View Request Status","Navigate to Leave Management > View Request Status tab > Work From Home","PENDING","2022-12-16T10:21:12.1750559+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Verify Date Range field is present for WFH Tab","PENDING","2022-12-16T10:21:12.1850308+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Enter Invalid Date Range for WFH Tab","PENDING","2022-12-16T10:21:12.2000161+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Enter Valid Date Range for WFH Tab","PENDING","2022-12-16T10:21:12.2129832+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Click on Export Options Option for WFH Tab","PENDING","2022-12-16T10:21:12.2269445+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Click on Print Option for WFH Tab","PENDING","2022-12-16T10:21:12.2389128+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Click on Copy Option for WFH Tab","PENDING","2022-12-16T10:21:12.2539597+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Click on Excel Option for WFH Tab","PENDING","2022-12-16T10:21:12.2668378+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Verify PDF option for WFH Tab","PENDING","2022-12-16T10:21:12.2811085+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Verify Number of Entries displayed for WFH Tab","PENDING","2022-12-16T10:21:12.2989942+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Enter WFH Period Name in Search Box for WFH Tab","PENDING","2022-12-16T10:21:12.3149526+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Sort columns for WFH Tab","PENDING","2022-12-16T10:21:12.3309087+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Page Next for WFH Tab","PENDING","2022-12-16T10:21:12.3468673+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Leave Management > View Request Status","Page Previous for WFH Tab","PENDING","2022-12-16T10:21:12.3628229+05:30[Asia/Calcutta]","0.0","0.01"
